Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Location,Fraud_Label
TXN_21123,USER_2155,147.71,POS,11-04-2023 16:20,Sydney,0
TXN_49717,USER_5843,127.57,ATM Withdrawal,12-04-2023 10:16,London,0
TXN_42294,USER_2756,15.24,POS,07-12-2023 08:06,Mumbai,0
TXN_47609,USER_4265,80.4,POS,18-01-2023 06:08,New York,1
TXN_11076,USER_7471,3.13,POS,27-04-2023 06:32,Mumbai,0
TXN_41514,USER_8456,9.53,Online,18-08-2023 15:21,Tokyo,0
TXN_22062,USER_5964,24.73,Bank Transfer,22-07-2023 00:15,New York,0
TXN_9413,USER_8631,138.21,POS,24-12-2023 09:13,New York,0
TXN_38340,USER_3125,39.63,Bank Transfer,25-04-2023 12:12,Tokyo,1
TXN_30263,USER_8150,11.77,ATM Withdrawal,10-11-2023 20:46,London,1
TXN_41252,USER_8968,129.22,Bank Transfer,18-05-2023 18:25,London,0
TXN_14644,USER_6129,13.36,Bank Transfer,13-07-2023 16:27,New York,0
TXN_26335,USER_6910,272.93,POS,10-03-2023 02:01,London,0
TXN_28102,USER_6333,23.69,POS,16-02-2023 03:22,Tokyo,0
TXN_17523,USER_4369,70.81,ATM Withdrawal,08-10-2023 19:40,Mumbai,0
TXN_24712,USER_5004,22.63,Bank Transfer,07-05-2023 04:16,New York,0
TXN_40485,USER_1299,92.27,ATM Withdrawal,31-08-2023 05:34,Mumbai,1
TXN_3850,USER_5589,112.72,ATM Withdrawal,24-02-2023 10:48,London,0
TXN_40040,USER_4320,213.77,ATM Withdrawal,12-09-2023 12:46,Mumbai,0
TXN_15267,USER_7970,3.06,Bank Transfer,14-03-2023 18:56,Sydney,0
TXN_49146,USER_7335,308.73,Bank Transfer,18-07-2023 22:17,Mumbai,0
TXN_30001,USER_1353,18.98,Online,27-04-2023 10:23,Sydney,1
TXN_45926,USER_7190,38.1,Online,08-06-2023 07:01,Mumbai,0
TXN_43824,USER_9641,69.78,POS,15-04-2023 02:12,New York,1
TXN_17240,USER_7599,29.6,ATM Withdrawal,07-01-2023 17:23,London,0
TXN_4892,USER_1490,231,POS,21-04-2023 10:33,London,1
TXN_725,USER_9717,24.48,POS,26-07-2023 12:48,Mumbai,0
TXN_22949,USER_3789,237.11,POS,09-04-2023 09:26,Sydney,0
TXN_34657,USER_3467,306.6,POS,07-11-2023 20:48,Mumbai,0
TXN_37213,USER_1329,29.72,POS,24-11-2023 10:43,London,0
TXN_20304,USER_4932,124.88,Online,06-10-2023 08:29,Sydney,0
TXN_15269,USER_5318,27.92,Bank Transfer,14-11-2023 02:39,Tokyo,0
TXN_22367,USER_7101,34.39,Online,31-12-2023 06:09,London,0
TXN_42684,USER_7646,95.05,Bank Transfer,04-04-2023 22:56,London,0
TXN_46734,USER_8482,31.7,Online,20-05-2023 13:52,Sydney,0
TXN_11732,USER_6828,191.97,Online,12-11-2023 11:09,Mumbai,0
TXN_18619,USER_3415,44.07,Bank Transfer,03-08-2023 19:10,Mumbai,0
TXN_48492,USER_1296,25.38,ATM Withdrawal,10-12-2023 06:24,Sydney,0
TXN_26803,USER_8825,394.62,ATM Withdrawal,12-11-2023 01:51,Sydney,0
TXN_44305,USER_2051,63.37,POS,16-07-2023 12:59,London,0
TXN_47522,USER_9409,16.97,POS,19-08-2023 11:56,New York,0
TXN_32207,USER_5520,363.86,POS,28-09-2023 03:41,London,0
TXN_2530,USER_2517,106.2,Bank Transfer,18-08-2023 05:12,London,0
TXN_17746,USER_2084,70.42,Bank Transfer,14-08-2023 04:36,Mumbai,0
TXN_8270,USER_5180,21.33,ATM Withdrawal,24-06-2023 01:10,New York,0
TXN_15079,USER_6874,64.23,Bank Transfer,05-04-2023 19:36,Sydney,0
TXN_13624,USER_3288,298.9,POS,30-08-2023 05:30,Sydney,1
TXN_30638,USER_2399,173.68,POS,17-06-2023 10:53,London,1
TXN_30440,USER_3739,126.92,Online,03-11-2023 06:28,Tokyo,1
TXN_36056,USER_5231,40.64,ATM Withdrawal,23-07-2023 14:46,London,0
TXN_42651,USER_1970,12.87,Online,05-08-2023 04:14,New York,0
TXN_36803,USER_1362,3.1,Bank Transfer,30-03-2023 12:02,New York,1
TXN_48224,USER_7002,31.27,Online,28-05-2023 21:51,New York,0
TXN_29226,USER_6333,77.02,ATM Withdrawal,11-04-2023 04:53,Mumbai,0
TXN_5633,USER_2927,9.21,Bank Transfer,07-05-2023 01:01,Sydney,0
TXN_5987,USER_4250,24.95,POS,03-10-2023 07:09,London,0
TXN_48063,USER_1586,48.03,Bank Transfer,18-03-2023 07:20,Mumbai,0
TXN_1812,USER_9555,31.32,ATM Withdrawal,27-12-2023 23:35,London,0
TXN_27578,USER_9814,60.8,Online,25-05-2023 08:46,Mumbai,0
TXN_16823,USER_9781,98.82,Bank Transfer,14-01-2023 14:07,New York,0
TXN_3928,USER_5143,32.32,POS,25-12-2023 22:20,London,0
TXN_37286,USER_6868,174.45,POS,18-12-2023 16:19,Sydney,0
TXN_25045,USER_8955,109.35,POS,04-04-2023 15:05,London,0
TXN_15727,USER_9104,22.51,ATM Withdrawal,12-05-2023 15:42,London,0
TXN_29600,USER_3053,35.93,ATM Withdrawal,06-09-2023 22:45,Tokyo,0
TXN_10430,USER_4414,282.59,Bank Transfer,04-09-2023 16:01,New York,1
TXN_25768,USER_2530,263.8,ATM Withdrawal,10-10-2023 03:48,Tokyo,1
TXN_29103,USER_5978,58.79,POS,15-03-2023 22:49,London,0
TXN_36537,USER_7333,124.74,Bank Transfer,21-05-2023 14:40,Mumbai,0
TXN_39328,USER_7982,48.92,POS,09-11-2023 05:58,Sydney,1
TXN_35539,USER_1081,4.97,ATM Withdrawal,21-08-2023 21:55,Mumbai,0
TXN_28075,USER_8172,50.4,Bank Transfer,04-12-2023 08:41,London,0
TXN_17840,USER_8784,180.62,ATM Withdrawal,05-07-2023 08:50,Sydney,0
TXN_27802,USER_1446,140.6,ATM Withdrawal,26-09-2023 17:13,Sydney,0
TXN_7682,USER_5144,231.35,ATM Withdrawal,11-09-2023 11:35,Tokyo,0
TXN_24279,USER_6056,212.22,POS,27-12-2023 20:03,Sydney,1
TXN_33070,USER_5047,147.84,POS,08-11-2023 16:16,Sydney,0
TXN_35557,USER_2545,158.85,Bank Transfer,30-07-2023 12:24,New York,0
TXN_37189,USER_1455,4.43,Bank Transfer,01-04-2023 08:34,New York,0
TXN_47149,USER_5937,85.45,ATM Withdrawal,09-09-2023 10:02,Sydney,0
TXN_46915,USER_1555,99.32,Online,30-03-2023 03:14,London,1
TXN_9801,USER_7021,87.29,Bank Transfer,06-09-2023 23:14,Sydney,0
TXN_38800,USER_5459,229,Online,18-07-2023 16:47,Sydney,0
TXN_24669,USER_4575,22.4,POS,18-12-2023 00:16,Tokyo,0
TXN_44233,USER_7422,263.59,Online,11-12-2023 22:48,New York,0
TXN_31919,USER_7275,425.97,POS,28-12-2023 17:35,London,0
TXN_7134,USER_3374,119.44,ATM Withdrawal,02-12-2023 17:34,New York,0
TXN_33704,USER_8445,18.41,POS,28-11-2023 19:21,Sydney,0
TXN_29660,USER_5604,8.74,Bank Transfer,06-05-2023 05:38,New York,0
TXN_17893,USER_1941,513.78,POS,14-01-2023 21:25,Mumbai,0
TXN_22018,USER_1872,57.85,ATM Withdrawal,27-11-2023 15:04,New York,1
TXN_13538,USER_9632,27.64,Online,05-08-2023 21:04,Tokyo,1
TXN_43118,USER_6371,64.61,Bank Transfer,22-06-2023 22:04,New York,0
TXN_36420,USER_1509,106.84,POS,09-01-2023 03:23,Sydney,0
TXN_9405,USER_8062,80.2,Online,17-12-2023 11:54,Sydney,0
TXN_13413,USER_7132,11.91,ATM Withdrawal,12-07-2023 19:59,Mumbai,0
TXN_6720,USER_3555,202.75,ATM Withdrawal,18-09-2023 06:38,London,0
TXN_15601,USER_5365,45.05,ATM Withdrawal,20-11-2023 22:19,Sydney,1
TXN_44743,USER_8432,68.08,ATM Withdrawal,09-03-2023 07:45,Sydney,0
TXN_31138,USER_9628,38.38,Online,20-07-2023 05:24,New York,1
TXN_2729,USER_3454,45.14,Bank Transfer,27-04-2023 02:53,Mumbai,0
TXN_38242,USER_2488,40.68,ATM Withdrawal,03-10-2023 11:13,London,1
TXN_29625,USER_4414,28.93,ATM Withdrawal,25-02-2023 22:53,Mumbai,0
TXN_47894,USER_2520,211.35,POS,30-10-2023 07:16,London,1
TXN_42090,USER_3767,221.65,ATM Withdrawal,30-06-2023 03:26,Mumbai,1
TXN_36399,USER_6354,203.14,Bank Transfer,03-08-2023 20:06,Sydney,1
TXN_6244,USER_7966,77.56,ATM Withdrawal,22-09-2023 19:14,Mumbai,0
TXN_5545,USER_7795,43.67,ATM Withdrawal,01-02-2023 11:09,Mumbai,0
TXN_4064,USER_2517,35.48,ATM Withdrawal,27-08-2023 03:48,Sydney,1
TXN_12851,USER_1325,69.42,ATM Withdrawal,27-03-2023 19:01,London,0
TXN_21802,USER_9174,105.88,Bank Transfer,02-08-2023 14:07,New York,0
TXN_41163,USER_2725,97.23,Online,10-11-2023 02:24,Mumbai,0
TXN_6232,USER_1564,309.46,POS,10-12-2023 11:13,London,0
TXN_3862,USER_8972,86.97,Online,29-01-2023 18:06,New York,1
TXN_35094,USER_4815,110.75,POS,14-12-2023 13:41,New York,0
TXN_40195,USER_5102,209.18,Online,04-03-2023 07:11,New York,1
TXN_39250,USER_2386,184.5,Bank Transfer,02-12-2023 03:05,Sydney,1
TXN_6217,USER_7058,17.04,Online,28-06-2023 13:48,Sydney,0
TXN_36775,USER_2767,12.13,Bank Transfer,16-05-2023 12:47,London,0
TXN_42976,USER_9455,260.47,Online,06-07-2023 23:07,Sydney,1
TXN_48467,USER_7308,68.1,POS,07-12-2023 16:14,Tokyo,0
TXN_14831,USER_4376,170.02,POS,17-08-2023 00:01,London,0
TXN_30092,USER_5471,182.66,Bank Transfer,30-10-2023 20:56,Mumbai,0
TXN_8893,USER_4963,92.96,Online,30-12-2023 08:56,Mumbai,1
TXN_6020,USER_7763,144.37,POS,27-03-2023 06:31,Mumbai,0
TXN_46088,USER_2714,3.54,ATM Withdrawal,17-11-2023 08:43,Sydney,0
TXN_15242,USER_6956,13.26,Online,20-09-2023 04:36,London,1
TXN_45307,USER_5261,17.99,Bank Transfer,26-04-2023 00:56,London,0
TXN_26550,USER_3529,153.67,POS,05-03-2023 21:45,Sydney,0
TXN_6034,USER_9418,70.71,POS,19-09-2023 11:00,Sydney,0
TXN_7905,USER_4574,3.37,POS,01-03-2023 02:17,Sydney,1
TXN_32225,USER_6999,157.68,Online,03-02-2023 17:14,London,1
TXN_6017,USER_1687,82.06,POS,09-09-2023 10:55,New York,1
TXN_21879,USER_8884,5.32,ATM Withdrawal,04-11-2023 06:46,Mumbai,1
TXN_2791,USER_9392,119.95,POS,16-09-2023 23:50,Mumbai,0
TXN_42605,USER_8589,117.28,Online,15-10-2023 02:05,Sydney,0
TXN_5823,USER_8572,181.73,Online,13-10-2023 18:03,Mumbai,0
TXN_15387,USER_7567,62.48,Bank Transfer,01-03-2023 08:18,Mumbai,1
TXN_29561,USER_4321,40.59,Online,24-06-2023 08:54,Mumbai,0
TXN_39475,USER_9845,112.39,Bank Transfer,26-12-2023 16:57,Sydney,0
TXN_292,USER_6854,28.15,ATM Withdrawal,09-04-2023 21:33,New York,0
TXN_16957,USER_6108,117.73,POS,16-10-2023 17:27,Sydney,0
TXN_30860,USER_6641,15.36,Bank Transfer,11-11-2023 02:15,Mumbai,0
TXN_14073,USER_3834,117.16,ATM Withdrawal,07-12-2023 23:53,Tokyo,1
TXN_21856,USER_4864,201.85,POS,13-10-2023 13:49,Tokyo,0
TXN_22079,USER_6688,149.61,POS,28-12-2023 22:45,Sydney,0
TXN_17023,USER_9070,226.29,POS,24-07-2023 13:06,London,1
TXN_8739,USER_2793,46.84,Bank Transfer,25-07-2023 04:51,New York,1
TXN_15825,USER_4863,82.54,Bank Transfer,25-09-2023 12:04,Tokyo,1
TXN_2741,USER_7142,16.98,Online,26-10-2023 13:57,Tokyo,0
TXN_18048,USER_2597,38.75,Online,27-09-2023 07:23,Mumbai,0
TXN_49936,USER_6079,305.14,Online,21-02-2023 03:38,Tokyo,0
TXN_17372,USER_4370,68.78,Online,04-08-2023 08:35,New York,0
TXN_22021,USER_2030,49.26,Bank Transfer,08-03-2023 01:15,Sydney,1
TXN_46364,USER_3127,5,Online,13-05-2023 08:08,Mumbai,1
TXN_23537,USER_7640,0.8,POS,14-03-2023 19:43,Tokyo,0
TXN_45499,USER_3389,29.2,Online,21-09-2023 05:42,New York,0
TXN_40185,USER_8090,170.87,ATM Withdrawal,09-02-2023 06:38,Mumbai,0
TXN_9613,USER_7975,45.8,Bank Transfer,21-02-2023 13:45,Mumbai,0
TXN_43281,USER_2846,77.25,POS,01-05-2023 01:11,Sydney,0
TXN_37891,USER_7869,70.08,POS,22-08-2023 09:11,New York,0
TXN_26178,USER_5350,27.37,POS,30-05-2023 00:29,London,1
TXN_45892,USER_8026,62,POS,16-03-2023 21:27,Tokyo,0
TXN_20933,USER_6545,33.64,POS,29-10-2023 23:31,Tokyo,1
TXN_40971,USER_8142,32.25,ATM Withdrawal,05-08-2023 12:29,Tokyo,0
TXN_22224,USER_6141,287.98,Bank Transfer,27-11-2023 04:18,Tokyo,0
TXN_24381,USER_1151,266.58,Online,09-04-2023 09:22,New York,1
TXN_34855,USER_4796,66.23,Online,02-05-2023 01:32,London,1
TXN_48577,USER_7551,300.74,ATM Withdrawal,22-04-2023 17:49,Tokyo,0
TXN_38536,USER_4371,76.19,Online,21-11-2023 03:07,Sydney,0
TXN_31755,USER_4018,29.84,Online,23-11-2023 04:58,New York,0
TXN_7753,USER_3990,231.29,ATM Withdrawal,12-12-2023 16:32,Mumbai,1
TXN_46638,USER_4880,68.44,ATM Withdrawal,27-05-2023 16:33,London,0
TXN_43834,USER_8009,13.19,Bank Transfer,23-09-2023 08:26,Tokyo,0
TXN_26235,USER_3516,102.89,POS,17-09-2023 08:35,Tokyo,0
TXN_44229,USER_2015,177.99,POS,24-10-2023 00:53,New York,0
TXN_49596,USER_3068,120.32,Bank Transfer,07-09-2023 09:35,Mumbai,0
TXN_18552,USER_4464,26.47,Bank Transfer,21-09-2023 06:34,New York,0
TXN_43136,USER_8639,210.98,ATM Withdrawal,07-12-2023 16:48,Mumbai,0
TXN_36672,USER_8452,160.58,ATM Withdrawal,03-06-2023 11:14,New York,0
TXN_43649,USER_8151,52.5,Online,13-10-2023 17:19,Tokyo,1
TXN_3940,USER_2630,68.58,Bank Transfer,03-11-2023 18:27,Sydney,0
TXN_31496,USER_8210,8.26,Bank Transfer,16-03-2023 07:09,Mumbai,1
TXN_26593,USER_2415,133.82,Bank Transfer,07-10-2023 21:29,Mumbai,0
TXN_23921,USER_8597,251.8,ATM Withdrawal,03-10-2023 12:05,New York,0
TXN_26402,USER_1797,44.29,Online,17-03-2023 08:06,New York,1
TXN_45942,USER_9047,25.05,Bank Transfer,16-10-2023 02:04,Tokyo,1
TXN_48525,USER_5048,159.36,POS,07-06-2023 09:27,Mumbai,1
TXN_18315,USER_1948,154.59,ATM Withdrawal,23-12-2023 01:53,Mumbai,0
TXN_36893,USER_3495,136.49,POS,21-08-2023 09:05,Sydney,0
TXN_26695,USER_9883,155.09,POS,10-08-2023 12:30,Sydney,1
TXN_42127,USER_6177,51.97,ATM Withdrawal,23-03-2023 02:17,New York,0
TXN_14170,USER_5731,52.75,Bank Transfer,10-12-2023 05:42,Sydney,0
TXN_3732,USER_3828,71.39,Online,13-02-2023 20:55,New York,0
TXN_7881,USER_9978,50.8,ATM Withdrawal,10-05-2023 09:03,Sydney,1
TXN_6016,USER_8160,56.64,ATM Withdrawal,05-04-2023 21:03,New York,0
TXN_23029,USER_6974,23.31,ATM Withdrawal,05-11-2023 14:44,New York,0
TXN_35473,USER_8207,145.45,ATM Withdrawal,08-08-2023 09:53,Sydney,0
TXN_49685,USER_6150,9.65,Bank Transfer,18-05-2023 14:52,Mumbai,0
TXN_4817,USER_3936,268.52,Online,09-01-2023 05:33,London,0
TXN_41693,USER_6427,23.32,POS,26-09-2023 16:28,London,0
TXN_12007,USER_8881,19.23,Bank Transfer,16-11-2023 18:29,New York,1
TXN_41327,USER_7445,6.17,POS,01-10-2023 21:59,London,1
TXN_9506,USER_1292,29.37,Online,24-12-2023 16:44,Mumbai,1
TXN_44798,USER_6498,18.36,Bank Transfer,26-05-2023 19:14,Tokyo,1
TXN_34062,USER_7432,52.59,Bank Transfer,28-02-2023 19:25,New York,0
TXN_27474,USER_3832,376.37,POS,18-04-2023 22:06,New York,0
TXN_31143,USER_6128,469.43,Online,21-04-2023 09:10,Mumbai,1
TXN_21235,USER_2438,186.24,Online,26-09-2023 05:30,London,0
TXN_1390,USER_4598,35.02,Online,03-03-2023 10:04,New York,1
TXN_38249,USER_5930,119.32,POS,10-08-2023 18:07,Tokyo,1
TXN_37624,USER_3748,92.61,Online,26-08-2023 16:08,Mumbai,0
TXN_42028,USER_6162,10.15,POS,27-02-2023 02:40,Mumbai,1
TXN_20834,USER_2642,13.14,POS,02-04-2023 19:32,Tokyo,0
TXN_14757,USER_4156,51.35,Online,04-11-2023 09:55,London,0
TXN_26396,USER_5571,11.98,POS,02-09-2023 06:16,London,1
TXN_6808,USER_5763,13.31,POS,27-01-2023 15:03,Mumbai,1
TXN_9225,USER_9283,72.49,Online,13-01-2023 06:38,London,0
TXN_48394,USER_4260,152.06,Online,02-05-2023 05:12,Tokyo,0
TXN_5395,USER_4504,50.7,Online,29-03-2023 07:03,Mumbai,1
TXN_6943,USER_1064,134.91,ATM Withdrawal,23-09-2023 00:51,Sydney,1
TXN_23870,USER_1807,216.73,Bank Transfer,18-01-2023 04:56,London,1
TXN_32492,USER_1995,275.07,Online,09-08-2023 14:59,Tokyo,1
TXN_36345,USER_1958,19.71,ATM Withdrawal,28-02-2023 09:44,Sydney,1
TXN_10755,USER_3446,29.94,Bank Transfer,30-12-2023 04:19,New York,1
TXN_12301,USER_1991,18.3,Online,24-06-2023 10:35,Tokyo,0
TXN_48386,USER_1872,33.34,ATM Withdrawal,01-12-2023 16:39,New York,1
TXN_42745,USER_6832,2.65,ATM Withdrawal,24-06-2023 22:47,Tokyo,0
TXN_29089,USER_6305,97.88,POS,29-12-2023 09:17,Sydney,0
TXN_44712,USER_9970,7.41,ATM Withdrawal,09-01-2023 00:34,Mumbai,1
TXN_14343,USER_7452,3.96,Bank Transfer,26-05-2023 21:43,Sydney,1
TXN_38172,USER_6237,101.03,Bank Transfer,15-01-2023 01:14,Sydney,0
TXN_5071,USER_5661,94.29,ATM Withdrawal,21-05-2023 07:09,Sydney,1
TXN_24121,USER_3572,139.19,POS,09-06-2023 01:29,Sydney,0
TXN_48809,USER_8893,335.32,Online,26-02-2023 22:08,London,1
TXN_17820,USER_2977,213.95,Online,20-11-2023 21:58,Sydney,0
TXN_1122,USER_8674,151.28,POS,14-05-2023 17:12,Sydney,1
TXN_11264,USER_2459,35.66,Bank Transfer,03-05-2023 04:36,Tokyo,0
TXN_30579,USER_2740,8.18,Bank Transfer,22-02-2023 07:07,Mumbai,0
TXN_45464,USER_8101,49.88,Bank Transfer,13-12-2023 01:24,Sydney,0
TXN_48216,USER_4103,118.79,ATM Withdrawal,07-08-2023 12:43,London,0
TXN_43044,USER_1348,4.83,ATM Withdrawal,14-05-2023 19:28,New York,1
TXN_15656,USER_3369,82.85,Bank Transfer,23-09-2023 05:27,Mumbai,0
TXN_1900,USER_9648,142.72,Online,06-08-2023 10:58,London,0
TXN_147,USER_4748,151.58,POS,31-10-2023 22:59,New York,0
TXN_29642,USER_1345,89.19,Bank Transfer,09-01-2023 10:38,Tokyo,0
TXN_3211,USER_7579,121.44,Online,28-05-2023 21:51,Mumbai,0
TXN_43850,USER_7458,41.83,Bank Transfer,09-09-2023 10:46,Tokyo,1
TXN_2354,USER_3990,249.35,Bank Transfer,20-03-2023 11:16,London,0
TXN_31520,USER_9541,207.98,ATM Withdrawal,14-03-2023 11:13,New York,1
TXN_42583,USER_8350,24.17,Online,16-07-2023 19:18,Tokyo,0
TXN_43337,USER_3706,40.76,ATM Withdrawal,20-03-2023 01:53,Mumbai,1
TXN_45284,USER_2318,56.67,Online,26-12-2023 05:24,London,0
TXN_46956,USER_5811,72.15,ATM Withdrawal,02-06-2023 15:06,Mumbai,0
TXN_48790,USER_1233,21.22,POS,06-12-2023 10:21,New York,0
TXN_36585,USER_2785,13.51,Online,03-05-2023 22:22,Mumbai,0
TXN_10465,USER_6423,11.49,POS,25-03-2023 00:57,Sydney,1
TXN_7821,USER_1108,49.64,POS,18-08-2023 12:58,Mumbai,0
TXN_7205,USER_8140,41.15,Bank Transfer,16-12-2023 01:10,Sydney,1
TXN_6413,USER_6317,83.14,POS,16-02-2023 09:07,Mumbai,1
TXN_34046,USER_3377,117.98,Online,05-02-2023 16:52,Tokyo,0
TXN_12728,USER_8393,33.28,Online,27-08-2023 00:49,Sydney,0
TXN_6925,USER_2831,60.7,ATM Withdrawal,24-12-2023 14:17,Sydney,0
TXN_27995,USER_5014,83.57,POS,10-05-2023 08:19,Sydney,1
TXN_37612,USER_9250,3.53,Online,10-06-2023 00:01,London,0
TXN_39483,USER_5119,21.48,Bank Transfer,20-07-2023 06:09,New York,0
TXN_3016,USER_7599,72.28,Bank Transfer,16-03-2023 07:56,Mumbai,0
TXN_1640,USER_1574,40.42,Bank Transfer,15-08-2023 02:24,Sydney,0
TXN_8883,USER_2377,30.61,ATM Withdrawal,06-12-2023 18:10,New York,1
TXN_37601,USER_4577,86.93,POS,22-11-2023 16:01,Mumbai,0
TXN_12969,USER_1861,2.86,ATM Withdrawal,09-06-2023 07:45,New York,0
TXN_23463,USER_9511,38.35,Online,02-07-2023 13:36,New York,0
TXN_15757,USER_1837,115.2,POS,27-06-2023 02:22,Mumbai,0
TXN_44076,USER_9468,44.06,POS,19-02-2023 14:39,Tokyo,0
TXN_4086,USER_7653,64.49,POS,28-05-2023 15:39,New York,0
TXN_508,USER_7938,176.19,POS,26-02-2023 15:20,Mumbai,0
TXN_6354,USER_4932,165.67,Online,10-11-2023 05:28,Sydney,0
TXN_29644,USER_9516,51.05,Bank Transfer,01-05-2023 20:51,Mumbai,0
TXN_20815,USER_7327,82.24,Bank Transfer,12-09-2023 10:35,Sydney,0
TXN_6234,USER_3251,75.74,ATM Withdrawal,14-04-2023 05:03,Sydney,0
TXN_31989,USER_9110,129.11,POS,18-04-2023 22:00,New York,0
TXN_12995,USER_6905,27.12,POS,21-06-2023 01:32,Mumbai,0
TXN_42501,USER_8328,43.6,Bank Transfer,03-12-2023 00:18,London,1
TXN_38920,USER_2418,55.03,Online,09-05-2023 08:51,New York,1
TXN_262,USER_1225,148.41,Online,13-12-2023 07:39,London,1
TXN_7891,USER_5803,93.57,ATM Withdrawal,17-06-2023 12:22,Sydney,0
TXN_10527,USER_8360,137.09,Online,29-05-2023 11:52,Tokyo,1
TXN_18600,USER_8809,22.98,POS,29-09-2023 12:10,Mumbai,0
TXN_24114,USER_4534,22.96,Bank Transfer,08-03-2023 02:41,Sydney,0
TXN_33498,USER_2329,112.64,Bank Transfer,29-12-2023 18:18,Mumbai,1
TXN_13471,USER_2767,22.34,ATM Withdrawal,01-06-2023 18:05,Mumbai,1
TXN_31725,USER_1280,9.87,Online,25-01-2023 04:43,New York,0
TXN_23690,USER_3287,82.1,POS,13-08-2023 07:01,Mumbai,0
TXN_10557,USER_8429,104.77,ATM Withdrawal,10-10-2023 02:26,London,1
TXN_6556,USER_9547,25.02,POS,08-01-2023 10:47,Sydney,0
TXN_45577,USER_7316,43.58,Bank Transfer,15-01-2023 12:22,New York,1
TXN_41503,USER_5996,45.53,Online,15-07-2023 00:20,Sydney,0
TXN_27872,USER_5311,347.42,POS,13-12-2023 12:27,New York,0
TXN_10810,USER_6623,174.28,POS,12-05-2023 20:56,Sydney,0
TXN_38214,USER_4347,27.92,ATM Withdrawal,07-10-2023 21:55,Mumbai,1
TXN_11730,USER_1100,129.2,POS,15-08-2023 10:53,Sydney,1
TXN_27438,USER_2326,15.21,POS,18-01-2023 16:53,Tokyo,0
TXN_21779,USER_4677,14.99,Online,19-02-2023 00:29,Sydney,1
TXN_34079,USER_5677,14.26,POS,04-11-2023 03:32,Tokyo,0
TXN_22915,USER_3132,3.13,ATM Withdrawal,23-06-2023 02:03,Tokyo,0
TXN_8085,USER_6546,51.13,ATM Withdrawal,29-04-2023 07:20,London,0
TXN_43467,USER_3460,19.31,Bank Transfer,26-02-2023 23:02,New York,1
TXN_14709,USER_4528,189.97,ATM Withdrawal,08-10-2023 17:51,Sydney,0
TXN_15466,USER_1724,45.5,Bank Transfer,18-06-2023 09:16,Tokyo,1
TXN_37172,USER_8691,57.66,Online,05-03-2023 14:34,London,1
